metabolite	subsystem
adp_c	Inositol phosphate metabolism
adp_c	Folate metabolism
adp_c	Transport, mitochondrial
adp_c	Aminosugar metabolism
adp_c	
adp_c	Glycerophospholipid metabolism
adp_c	Inositol phosphate metabolism
adp_c	Transport, extracellular
adp_c	Thiamine metabolism
adp_c	Transport, extracellular
adp_c	Transport, mitochondrial
adp_c	
adp_c	
adp_c	Nucleotide interconversion
adp_c	Pyrimidine catabolism
adp_c	Transport, mitochondrial
adp_c	
adp_c	Nucleotide interconversion
adp_c	
adp_c	Transport, peroxisomal
adp_c	Transport, extracellular
adp_c	Transport, extracellular
adp_c	Glycolysis/gluconeogenesis
adp_c	
adp_c	Purine catabolism
adp_c	
adp_c	Transport, extracellular
adp_c	Glycolysis/gluconeogenesis
adp_c	Transport, extracellular
adp_c	Nucleotide interconversion
adp_c	Transport, extracellular
adp_c	Fructose and mannose metabolism
adp_c	
adp_c	Glycolysis/gluconeogenesis
adp_c	Transport, extracellular
adp_c	Transport, extracellular
adp_c	
adp_c	Sphingolipid metabolism
adp_c	
adp_c	Nucleotide interconversion
adp_c	
adp_c	Nucleotide interconversion
adp_c	
adp_c	Transport, extracellular
adp_c	Folate metabolism
adp_c	Nucleotide interconversion
adp_c	Galactose metabolism
adp_c	
adp_c	Urea cycle
adp_c	
adp_c	Transport, extracellular
adp_c	Transport, extracellular
adp_c	
adp_c	
adp_c	Nucleotide interconversion
adp_c	Transport, extracellular
adp_c	
adp_c	
adp_c	Transport, endoplasmic reticular
adp_c	
adp_c	Nucleotide interconversion
adp_c	Nucleotide interconversion
adp_c	
adp_c	Transport, extracellular
adp_c	
adp_c	Nucleotide interconversion
adp_c	Transport, extracellular
adp_c	Transport, extracellular
adp_c	Purine synthesis
adp_c	
adp_c	
adp_e	Exchange/demand reaction
adp_e	Nucleotide interconversion
adp_m	Folate metabolism
adp_m	Nucleotide interconversion
adp_m	Phosphatidylinositol phosphate metabolism
adp_m	Transport, mitochondrial
adp_m	Folate metabolism
adp_m	Valine, leucine, and isoleucine metabolism
adp_m	Glycerophospholipid metabolism
adp_m	Folate metabolism
adp_m	Transport, mitochondrial
adp_m	Glutamate metabolism
adp_m	Nucleotide interconversion
adp_m	Nucleotide interconversion
adp_m	Nucleotide interconversion
adp_m	Nucleotide interconversion
adp_m	CoA catabolism
adp_m	Transport, mitochondrial
adp_m	CoA synthesis
adp_m	Urea cycle
adp_m	Transport, mitochondrial
adp_m	Fatty acid oxidation
adp_m	Transport, mitochondrial
adp_m	Folate metabolism
adp_m	Folate metabolism
adp_m	Nucleotide interconversion
adp_m	Nucleotide interconversion
adp_m	Folate metabolism
adp_m	Nucleotide interconversion
adp_m	Nucleotide interconversion
adp_m	Nucleotide interconversion
adp_m	Transport, mitochondrial
adp_m	CoA synthesis
adp_m	Nucleotide interconversion
adp_m	Folate metabolism
adp_m	C5-branched dibasic acid metabolism
adp_m	Transport, mitochondrial
adp_m	Nucleotide interconversion
adp_m	Transport, mitochondrial
adp_m	Pyruvate metabolism
adp_m	Valine, leucine, and isoleucine metabolism
adp_m	Oxidative phosphorylation
adp_m	Folate metabolism
adp_m	Folate metabolism
adp_m	Nucleotide interconversion
adp_m	Nucleotide interconversion
adp_m	Citric acid cycle
adp_m	Transport, mitochondrial
adp_m	Transport, mitochondrial
adp_m	Urea cycle
adp_m	Nucleotide interconversion
adp_m	Urea cycle
adp_m	Folate metabolism
adp_m	Folate metabolism
adp_m	Transport, mitochondrial
adp_m	
adp_m	Nucleotide interconversion
adp_m	Pyrimidine synthesis
adp_m	C5-branched dibasic acid metabolism
adp_n	Nucleotide interconversion
adp_n	Nucleotide interconversion
adp_n	Inositol phosphate metabolism
adp_n	Nucleotide interconversion
adp_n	Nucleotide interconversion
adp_n	Nucleotide interconversion
adp_n	Inositol phosphate metabolism
adp_n	Inositol phosphate metabolism
adp_n	Inositol phosphate metabolism
adp_n	Nucleotide interconversion
adp_n	Nucleotide interconversion
adp_n	Inositol phosphate metabolism
adp_n	Nucleotide interconversion
adp_n	Inositol phosphate metabolism
adp_n	Nucleotide interconversion
adp_n	Glycerophospholipid metabolism
adp_n	Nucleotide interconversion
adp_n	Inositol phosphate metabolism
adp_n	Nucleotide interconversion
adp_n	Nucleotide interconversion
adp_n	Nucleotide interconversion
adp_n	Inositol phosphate metabolism
adp_n	Inositol phosphate metabolism
adp_n	Nucleotide interconversion
adp_r	Phosphatidylinositol phosphate metabolism
adp_r	Transport, peroxisomal
adp_r	Transport, endoplasmic reticular
adp_r	Phosphatidylinositol phosphate metabolism
adp_r	Transport, extracellular
adp_r	Transport, endoplasmic reticular
adp_r	Transport, extracellular
adp_r	Transport, peroxisomal
adp_r	Bile acid synthesis
adp_x	Purine catabolism
adp_x	Cholesterol metabolism
adp_x	Transport, extracellular
adp_x	Transport, extracellular
adp_x	Cholesterol metabolism
adp_x	Cholesterol metabolism
adp_x	Transport, peroxisomal
adpac_c	Fatty acid oxidation
adpac_c	Fatty acid oxidation
adpac_x	Fatty acid oxidation
adpac_x	Fatty acid oxidation
adpcoa_c	Fatty acid oxidation
adpcoa_c	Fatty acid oxidation
adpcoa_x	Fatty acid oxidation
adpcoa_x	Fatty acid oxidation
adpcoa_x	Fatty acid oxidation
adpcoa_x	Fatty acid oxidation
adprbp_e	Exchange/demand reaction
adprbp_e	NAD metabolism
adprib_c	NAD metabolism
adprib_c	Transport, extracellular
adprib_c	Nucleotide interconversion
adprib_e	NAD metabolism
adprib_e	Transport, extracellular
adprib_e	Exchange/demand reaction
adrn_c	Transport, extracellular
adrn_c	Transport, extracellular
adrn_c	Fatty acid oxidation
adrn_e	Transport, extracellular
adrn_e	Transport, extracellular
adrn_e	Exchange/demand reaction
adrncoa_c	Transport, peroxisomal
adrncoa_c	Fatty acid oxidation
adrncoa_c	Fatty acid synthesis
adrncoa_c	Fatty acid oxidation
adrncoa_m	Fatty acid oxidation
adrncoa_m	Fatty acid oxidation
adrncoa_x	Transport, peroxisomal
adrncoa_x	Fatty acid synthesis
adrncoa_x	Fatty acid oxidation
adrncrn_c	Fatty acid oxidation
adrncrn_c	Fatty acid oxidation
adrncrn_m	Fatty acid oxidation
adrncrn_m	Fatty acid oxidation
adrnl_c	Transport, extracellular
adrnl_c	Tyrosine metabolism
adrnl_c	Tyrosine metabolism
adrnl_c	Tyrosine metabolism
adrnl_e	Transport, extracellular
adrnl_e	Exchange/demand reaction
aflatoxin_c	Cytochrome metabolism
aflatoxin_c	Transport, extracellular
aflatoxin_e	Transport, extracellular
aflatoxin_e	Exchange/demand reaction
agm_m	Arginine and Proline Metabolism
agm_m	Arginine and Proline Metabolism
ahcys_c	Transport, extracellular
ahcys_c	
ahcys_c	Tyrosine metabolism
ahcys_c	
ahcys_c	Glycerophospholipid metabolism
ahcys_c	NAD metabolism
ahcys_c	Histidine metabolism
ahcys_c	Sphingolipid metabolism
ahcys_c	Transport, mitochondrial
ahcys_c	Sphingolipid metabolism
ahcys_c	Transport, endoplasmic reticular
ahcys_c	Methionine and cysteine metabolism
ahcys_c	Transport, mitochondrial
ahcys_c	
ahcys_c	Tyrosine metabolism
ahcys_c	
ahcys_c	
ahcys_c	
ahcys_c	Urea cycle
ahcys_c	
ahcys_c	
ahcys_c	Glycine, serine, alanine and threonine metabolism
ahcys_e	Transport, extracellular
ahcys_e	Exchange/demand reaction
ahcys_m	Ubiquinone synthesis
ahcys_m	Glycerophospholipid metabolism
ahcys_m	Ubiquinone synthesis
ahcys_m	Transport, mitochondrial
ahcys_m	Ubiquinone synthesis
ahcys_m	Transport, mitochondrial
ahcys_r	
ahcys_r	
ahcys_r	Transport, mitochondrial
ahcys_r	Glycerophospholipid metabolism
ahcys_r	
ahcys_r	
ahcys_r	
ahcys_r	
ahcys_r	
ahcys_r	
ahcys_r	
ahcys_r	
ahcys_r	
ahcys_r	
ahcys_r	Transport, endoplasmic reticular
ahcys_r	
ahcys_r	
ahcys_r	
ahcys_r	
ahcys_r	
ahdt_c	Tetrahydrobiopterin metabolism
ahdt_c	Tetrahydrobiopterin metabolism
ahdt_e	
ahdt_e	Exchange/demand reaction
ahdt_n	Tetrahydrobiopterin metabolism
ahdt_n	Tetrahydrobiopterin metabolism
aicar_c	Purine synthesis
aicar_c	Purine synthesis
aicar_c	Transport, extracellular
aicar_e	Exchange/demand reaction
aicar_e	Transport, extracellular
air_c	
air_c	Purine synthesis
ak2lgchol_hs_c	Glycerophospholipid metabolism
ak2lgchol_hs_c	Glycerophospholipid metabolism
ak2lgchol_hs_c	Transport, extracellular
ak2lgchol_hs_e	Exchange/demand reaction
ak2lgchol_hs_e	Transport, extracellular
ak2lgchol_hs_e	Glycerophospholipid metabolism
akg_c	Tryptophan metabolism
akg_c	Tyrosine metabolism
akg_c	Glutamate metabolism
akg_c	Methionine and cysteine metabolism
akg_c	Valine, leucine, and isoleucine metabolism
akg_c	Arginine and Proline Metabolism
akg_c	Tryptophan metabolism
akg_c	Transport, extracellular
akg_c	Transport, extracellular
akg_c	Transport, peroxisomal
akg_c	Transport, extracellular
akg_c	Glycine, serine, alanine and threonine metabolism
akg_c	
akg_c	Transport, peroxisomal
akg_c	Valine, leucine, and isoleucine metabolism
akg_c	Transport, mitochondrial
akg_c	Transport, mitochondrial
akg_c	Transport, extracellular
akg_c	Transport, extracellular
akg_c	
akg_c	Lysine metabolism
akg_c	Lysine metabolism
akg_c	Methionine and cysteine metabolism
akg_c	Transport, extracellular
akg_c	Transport, extracellular
akg_c	Transport, mitochondrial
akg_c	Tryptophan metabolism
akg_c	Transport, peroxisomal
akg_c	Transport, extracellular
akg_c	Urea cycle
akg_c	Transport, extracellular
akg_c	Transport, extracellular
akg_c	Transport, mitochondrial
akg_c	Transport, mitochondrial
akg_c	Citric acid cycle
akg_c	Transport, extracellular
akg_c	Valine, leucine, and isoleucine metabolism
akg_c	Transport, extracellular
akg_c	Transport, mitochondrial
akg_c	Alanine and aspartate metabolism
akg_c	Transport, mitochondrial
akg_c	
akg_c	Tryptophan metabolism
akg_c	Transport, mitochondrial
akg_c	Transport, mitochondrial
akg_c	Tryptophan metabolism
akg_c	Methionine and cysteine metabolism
akg_e	Transport, extracellular
akg_e	Transport, extracellular
akg_e	Exchange/demand reaction
akg_e	
akg_e	
akg_e	Transport, extracellular
akg_e	Transport, extracellular
akg_e	Transport, extracellular
akg_e	Transport, extracellular
akg_e	Transport, extracellular
akg_e	Transport, extracellular
akg_e	Transport, extracellular
akg_e	Transport, extracellular
akg_e	Transport, extracellular
akg_e	Transport, extracellular
akg_m	Glutamate metabolism
akg_m	Lysine metabolism
akg_m	Tyrosine metabolism
akg_m	Transport, peroxisomal
akg_m	
akg_m	Transport, mitochondrial
akg_m	Transport, mitochondrial
akg_m	Methionine and cysteine metabolism
akg_m	Citric acid cycle
akg_m	Lysine metabolism
akg_m	Valine, leucine, and isoleucine metabolism
akg_m	Citric acid cycle
akg_m	Lysine metabolism
akg_m	Glutamate metabolism
akg_m	Urea cycle
akg_m	Transport, mitochondrial
akg_m	Arginine and Proline Metabolism
akg_m	Citric acid cycle
akg_m	Urea cycle
akg_m	Valine, leucine, and isoleucine metabolism
akg_m	Citric acid cycle
akg_m	Valine, leucine, and isoleucine metabolism
akg_m	Transport, mitochondrial
akg_m	Transport, mitochondrial
akg_m	Transport, mitochondrial
akg_m	Transport, mitochondrial
akg_m	Valine, leucine, and isoleucine metabolism
akg_m	
akg_m	
akg_m	Pyrimidine catabolism
akg_m	beta-Alanine metabolism
akg_m	Transport, mitochondrial
akg_m	Transport, mitochondrial
akg_m	Alanine and aspartate metabolism
akg_m	Tryptophan metabolism
akg_m	Glutamate metabolism
akg_x	
akg_x	Citric acid cycle
akg_x	Transport, peroxisomal
akg_x	Transport, peroxisomal
akg_x	Fatty acid oxidation
ala_B_c	Transport, extracellular
ala_B_c	Pyrimidine catabolism
ala_B_c	beta-Alanine metabolism
ala_B_c	beta-Alanine metabolism
ala_B_c	beta-Alanine metabolism
ala_B_c	Transport, mitochondrial
ala_B_c	Transport, extracellular
ala_B_c	beta-Alanine metabolism
ala_B_c	Transport, extracellular
ala_B_c	Transport, extracellular
ala_B_e	Transport, extracellular
ala_B_e	Transport, extracellular
ala_B_e	Transport, extracellular
ala_B_e	Exchange/demand reaction
ala_B_e	Transport, extracellular
ala_B_m	Transport, mitochondrial
ala_B_m	beta-Alanine metabolism
ala_D_c	D-alanine metabolism
ala_D_c	Transport, extracellular
ala_D_c	Transport, extracellular
ala_D_c	Transport, extracellular
ala_D_c	Transport, extracellular
ala_D_c	Alanine and aspartate metabolism
ala_D_e	Exchange/demand reaction
ala_D_e	Transport, extracellular
ala_D_e	Transport, extracellular
ala_D_e	Transport, extracellular
ala_D_e	Transport, extracellular
ala_D_x	D-alanine metabolism
ala_D_x	D-alanine metabolism
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Glutathione metabolism
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Tryptophan metabolism
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Glycine, serine, alanine and threonine metabolism
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Tryptophan metabolism
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	
ala_L_c	Alanine and aspartate metabolism
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Glutathione metabolism
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Urea cycle
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Glutamate metabolism
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, mitochondrial
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Tryptophan metabolism
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	Transport, extracellular
ala_L_c	
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Exchange/demand reaction
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	Transport, extracellular
ala_L_e	
ala_L_m	Pyrimidine catabolism
ala_L_m	Citric acid cycle
ala_L_m	Transport, mitochondrial
ala_L_m	Urea cycle
ala_L_m	Alanine and aspartate metabolism
ala_L_x	Glycine, serine, alanine and threonine metabolism
ala_L_x	Alanine and aspartate metabolism
alaala_c	Transport, extracellular
alaala_c	Transport, extracellular
alaala_e	Transport, extracellular
alaala_e	Exchange/demand reaction
aldstrn_c	Transport, mitochondrial
aldstrn_c	Transport, extracellular
aldstrn_e	Transport, extracellular
aldstrn_e	Exchange/demand reaction
aldstrn_m	Steroid metabolism
aldstrn_m	Transport, mitochondrial
alpa_hs_c	Triacylglycerol synthesis
alpa_hs_c	Triacylglycerol synthesis
alpam_m	Glycine, serine, alanine and threonine metabolism
alpam_m	Glycine, serine, alanine and threonine metabolism
alpro_m	Glycine, serine, alanine and threonine metabolism
alpro_m	Glycine, serine, alanine and threonine metabolism
am6sa_c	Tryptophan metabolism
am6sa_c	Tryptophan metabolism
amet_c	
amet_c	Tyrosine metabolism
amet_c	Transport, mitochondrial
amet_c	Glycerophospholipid metabolism
amet_c	
amet_c	NAD metabolism
amet_c	Methionine and cysteine metabolism
amet_c	Histidine metabolism
amet_c	Transport, endoplasmic reticular
amet_c	Sphingolipid metabolism
amet_c	Sphingolipid metabolism
amet_c	Transport, mitochondrial
amet_c	Arginine and Proline Metabolism
amet_c	
amet_c	Tyrosine metabolism
amet_c	
amet_c	
amet_c	
amet_c	Urea cycle
amet_c	
amet_c	
amet_c	Glycine, serine, alanine and threonine metabolism
amet_m	Ubiquinone synthesis
amet_m	Ubiquinone synthesis
amet_m	Glycerophospholipid metabolism
amet_m	Transport, mitochondrial
amet_m	Ubiquinone synthesis
amet_m	Transport, mitochondrial
amet_r	
amet_r	
amet_r	Transport, mitochondrial
amet_r	Glycerophospholipid metabolism
amet_r	
amet_r	
amet_r	
amet_r	
amet_r	Transport, endoplasmic reticular
amet_r	
amet_r	
amet_r	
amet_r	
amet_r	
amet_r	
amet_r	
amet_r	
amet_r	
amet_r	
amet_r	
ametam_c	Urea cycle
ametam_c	Urea cycle
ametam_c	Arginine and Proline Metabolism
amp_c	Fatty acid oxidation
amp_c	Fatty acid oxidation
amp_c	Bile acid synthesis
amp_c	Bile acid synthesis
amp_c	Biotin metabolism
amp_c	Pentose phosphate pathway
amp_c	Fatty acid oxidation
amp_c	Nucleotide interconversion
amp_c	Fatty acid oxidation
amp_c	Purine synthesis
amp_c	Fatty acid oxidation
amp_c	Nucleotide interconversion
amp_c	Fatty acid oxidation
amp_c	NAD metabolism
amp_c	
amp_c	Transport, endoplasmic reticular
amp_c	Fatty acid oxidation
amp_c	Fatty acid oxidation
amp_c	Purine synthesis
amp_c	Fatty acid oxidation
amp_c	CoA synthesis
amp_c	Fatty acid oxidation
amp_c	Nucleotide interconversion
amp_c	
amp_c	Fatty acid oxidation
amp_c	NAD metabolism
amp_c	Bile acid synthesis
amp_c	Nucleotide interconversion
amp_c	Fatty acid oxidation
amp_c	Fatty acid oxidation
amp_c	Fatty acid oxidation
amp_c	Alanine and aspartate metabolism
amp_c	Nucleotide interconversion
amp_c	Fatty acid oxidation
amp_c	
amp_c	Transport, extracellular
amp_c	
amp_c	Fatty acid oxidation
amp_c	
amp_c	Fatty acid oxidation
amp_c	Fatty acid oxidation
amp_c	Glycolysis/gluconeogenesis
amp_c	
amp_c	
amp_c	Transport, peroxisomal
amp_c	Fatty acid oxidation
amp_c	Fatty acid oxidation
amp_c	Fatty acid oxidation
amp_c	Fatty acid oxidation
amp_c	Fatty acid oxidation
amp_c	
