metabolite	subsystem
galfuc12gal14acglcgalgluside_hs_c	Transport, golgi apparatus
galfuc12gal14acglcgalgluside_hs_c	Transport, extracellular
galfuc12gal14acglcgalgluside_hs_e	Exchange/demand reaction
galfuc12gal14acglcgalgluside_hs_e	Transport, extracellular
galfuc12gal14acglcgalgluside_hs_g	Transport, golgi apparatus
galfuc12gal14acglcgalgluside_hs_g	Blood group synthesis
galfucgalacglcgal14acglcgalgluside_hs_c	Transport, golgi apparatus
galfucgalacglcgal14acglcgalgluside_hs_c	Transport, extracellular
galfucgalacglcgal14acglcgalgluside_hs_e	Exchange/demand reaction
galfucgalacglcgal14acglcgalgluside_hs_e	Transport, extracellular
galfucgalacglcgal14acglcgalgluside_hs_g	Blood group synthesis
galfucgalacglcgal14acglcgalgluside_hs_g	Transport, golgi apparatus
galfucgalacglcgalgluside_hs_g	Blood group synthesis
galfucgalacglcgalgluside_hs_g	Blood group synthesis
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_c	Transport, golgi apparatus
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_c	Transport, extracellular
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e	Exchange/demand reaction
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e	Transport, extracellular
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_g	Blood group synthesis
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_g	Transport, golgi apparatus
galgalgalthcrm_hs_c	Transport, golgi apparatus
galgalgalthcrm_hs_c	Transport, extracellular
galgalgalthcrm_hs_e	Transport, extracellular
galgalgalthcrm_hs_e	Exchange/demand reaction
galgalgalthcrm_hs_g	Transport, golgi apparatus
galgalgalthcrm_hs_g	Sphingolipid metabolism
galgalthcrm_hs_g	Sphingolipid metabolism
galgalthcrm_hs_g	Sphingolipid metabolism
galgbside_hs_g	Sphingolipid metabolism
galgbside_hs_g	Sphingolipid metabolism
galgbside_hs_g	Sphingolipid metabolism
galgluside_hs_c	Transport, lysosomal
galgluside_hs_c	Transport, golgi apparatus
galgluside_hs_c	Glycosphingolipid metabolism
galgluside_hs_g	Sphingolipid metabolism
galgluside_hs_g	Sphingolipid metabolism
galgluside_hs_g	Transport, golgi apparatus
galgluside_hs_g	Blood group synthesis
galgluside_hs_g	Sphingolipid metabolism
galgluside_hs_g	Sphingolipid metabolism
galgluside_hs_l	Transport, lysosomal
galgluside_hs_l	Sphingolipid metabolism
galside_hs_c	Glycosphingolipid metabolism
galside_hs_c	Transport, golgi apparatus
galside_hs_c	Glycosphingolipid metabolism
galside_hs_c	Transport, lysosomal
galside_hs_e	Exchange/demand reaction
galside_hs_e	Glycosphingolipid metabolism
galside_hs_g	Transport, golgi apparatus
galside_hs_g	Glycosphingolipid metabolism
galside_hs_g	Glycosphingolipid metabolism
galside_hs_g	Sphingolipid metabolism
galside_hs_l	Sphingolipid metabolism
galside_hs_l	Sphingolipid metabolism
galside_hs_l	Sphingolipid metabolism
galside_hs_l	Transport, lysosomal
galthcrm_hs_g	Sphingolipid metabolism
galthcrm_hs_g	Sphingolipid metabolism
gam6p_c	Aminosugar metabolism
gam6p_c	Aminosugar metabolism
gam6p_c	Aminosugar metabolism
gam6p_c	Aminosugar metabolism
gam6p_c	Aminosugar metabolism
gam6p_c	Aminosugar metabolism
gam6p_c	Aminosugar metabolism
gam_c	Aminosugar metabolism
gam_c	Aminosugar metabolism
gam_c	Aminosugar metabolism
gam_c	Transport, extracellular
gam_e	Exchange/demand reaction
gam_e	Transport, extracellular
gar_c	Purine synthesis
gar_c	Purine synthesis
gbside_hs_c	Transport, lysosomal
gbside_hs_c	Transport, extracellular
gbside_hs_e	Exchange/demand reaction
gbside_hs_e	Transport, extracellular
gbside_hs_g	Sphingolipid metabolism
gbside_hs_g	Sphingolipid metabolism
gbside_hs_g	Sphingolipid metabolism
gbside_hs_l	Transport, lysosomal
gbside_hs_l	Sphingolipid metabolism
gcald_c	Glyoxylate and dicarboxylate metabolism
gcald_c	Glyoxylate and dicarboxylate metabolism
gcald_c	Glyoxylate and dicarboxylate metabolism
gchola_c	Transport, extracellular
gchola_c	Bile acid synthesis
gchola_c	Transport, extracellular
gchola_c	Transport, extracellular
gchola_c	Transport, extracellular
gchola_c	Transport, peroxisomal
gchola_c	Transport, extracellular
gchola_c	Transport, extracellular
gchola_c	Transport, extracellular
gchola_c	Transport, extracellular
gchola_c	Transport, extracellular
gchola_e	Exchange/demand reaction
gchola_e	Transport, extracellular
gchola_e	Dietary fiber binding
gchola_e	Transport, extracellular
gchola_e	Transport, extracellular
gchola_e	Transport, extracellular
gchola_e	Dietary fiber binding
gchola_e	Dietary fiber binding
gchola_e	Transport, extracellular
gchola_e	Transport, extracellular
gchola_e	Transport, extracellular
gchola_e	Transport, extracellular
gchola_e	Transport, extracellular
gchola_x	Transport, peroxisomal
gchola_x	Bile acid synthesis
gd1a_hs_g	Sphingolipid metabolism
gd1a_hs_g	Sphingolipid metabolism
gd1a_hs_g	Sphingolipid metabolism
gdp_c	N-glycan synthesis
gdp_c	Nucleotide interconversion
gdp_c	N-glycan synthesis
gdp_c	Transport, mitochondrial
gdp_c	Nucleotide interconversion
gdp_c	N-glycan synthesis
gdp_c	Glycolysis/gluconeogenesis
gdp_c	Nucleotide interconversion
gdp_c	Glycolysis/gluconeogenesis
gdp_c	Nucleotide interconversion
gdp_c	Nucleotide interconversion
gdp_c	Nucleotide interconversion
gdp_c	N-glycan synthesis
gdp_c	Purine synthesis
gdp_c	Nucleotide interconversion
gdp_c	Nucleotide interconversion
gdp_c	N-glycan synthesis
gdp_c	N-glycan synthesis
gdp_c	Transport, golgi apparatus
gdp_c	Fructose and mannose metabolism
gdp_e	Nucleotide interconversion
gdp_e	Nucleotide interconversion
gdp_e	Exchange/demand reaction
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	Sphingolipid metabolism
gdp_g	Blood group synthesis
gdp_g	Blood group synthesis
gdp_g	N-glycan synthesis
gdp_g	Blood group synthesis
gdp_g	Transport, golgi apparatus
gdp_m	Citric acid cycle
gdp_m	Nucleotide interconversion
gdp_m	Nucleotide interconversion
gdp_m	C5-branched dibasic acid metabolism
gdp_m	Glycolysis/gluconeogenesis
gdp_m	Transport, mitochondrial
gdp_m	C5-branched dibasic acid metabolism
gdp_n	Nucleotide interconversion
gdp_n	Nucleotide interconversion
gdp_n	Nucleotide interconversion
gdp_n	Nucleotide interconversion
gdpddman_c	Fructose and mannose metabolism
gdpddman_c	Aminosugar metabolism
gdpddman_c	Fructose and mannose metabolism
gdpfuc_c	Fructose and mannose metabolism
gdpfuc_c	Transport, golgi apparatus
gdpfuc_c	Aminosugar metabolism
gdpfuc_c	Fructose and mannose metabolism
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Sphingolipid metabolism
gdpfuc_g	Blood group synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	N-glycan synthesis
gdpfuc_g	Blood group synthesis
gdpfuc_g	Transport, golgi apparatus
gdpmann_c	N-glycan synthesis
gdpmann_c	Fructose and mannose metabolism
gdpmann_c	N-glycan synthesis
gdpmann_c	Fructose and mannose metabolism
gdpmann_c	Fructose and mannose metabolism
gdpmann_c	N-glycan synthesis
gdpmann_c	N-glycan synthesis
gdpmann_c	N-glycan synthesis
gdpmann_c	N-glycan synthesis
ggn_c	Starch and sucrose metabolism
ggn_c	Starch and sucrose metabolism
glac_c	Vitamin C metabolism
glac_c	Transport, endoplasmic reticular
glac_r	Vitamin C metabolism
glac_r	Transport, endoplasmic reticular
glc_D_c	Starch and sucrose metabolism
glc_D_c	Glycolysis/gluconeogenesis
glc_D_c	Transport, lysosomal
glc_D_c	Transport, extracellular
glc_D_c	Starch and sucrose metabolism
glc_D_c	Sphingolipid metabolism
glc_D_c	Transport, golgi apparatus
glc_D_c	
glc_D_c	Glycolysis/gluconeogenesis
glc_D_c	Fructose and mannose metabolism
glc_D_c	Glycolysis/gluconeogenesis
glc_D_c	Transport, extracellular
glc_D_c	Transport, extracellular
glc_D_c	Transport, extracellular
glc_D_c	Starch and sucrose metabolism
glc_D_c	Transport, endoplasmic reticular
glc_D_e	Starch and sucrose metabolism
glc_D_e	Galactose metabolism
glc_D_e	Starch and sucrose metabolism
glc_D_e	Starch and sucrose metabolism
glc_D_e	Transport, extracellular
glc_D_e	Exchange/demand reaction
glc_D_e	Starch and sucrose metabolism
glc_D_e	Starch and sucrose metabolism
glc_D_e	Starch and sucrose metabolism
glc_D_e	Galactose metabolism
glc_D_e	Starch and sucrose metabolism
glc_D_e	Transport, extracellular
glc_D_e	Transport, extracellular
glc_D_e	Starch and sucrose metabolism
glc_D_e	
glc_D_e	Starch and sucrose metabolism
glc_D_e	Transport, extracellular
glc_D_e	
glc_D_e	Starch and sucrose metabolism
glc_D_e	Transport, extracellular
glc_D_e	Starch and sucrose metabolism
glc_D_e	Starch and sucrose metabolism
glc_D_g	Galactose metabolism
glc_D_g	Transport, golgi apparatus
glc_D_l	Sphingolipid metabolism
glc_D_l	Transport, lysosomal
glc_D_r	Transport, extracellular
glc_D_r	N-glycan synthesis
glc_D_r	Glycolysis/gluconeogenesis
glc_D_r	N-glycan synthesis
glc_D_r	N-glycan synthesis
glc_D_r	N-glycan synthesis
glc_D_r	Transport, endoplasmic reticular
glcur1p_c	Pentose phosphate pathway
glcur1p_c	Pentose phosphate pathway
glcur_c	Transport, lysosomal
glcur_c	Inositol phosphate metabolism
glcur_c	Miscellaneous
glcur_c	Transport, endoplasmic reticular
glcur_c	Pentose phosphate pathway
glcur_c	Miscellaneous
glcur_c	Miscellaneous
glcur_c	Pentose phosphate pathway
glcur_l	Hyaluronan metabolism
glcur_l	Transport, lysosomal
glcur_l	Hyaluronan metabolism
glcur_r	
glcur_r	Vitamin C metabolism
glcur_r	
glcur_r	
glcur_r	
glcur_r	
glcur_r	
glcur_r	
glcur_r	
glcur_r	
glcur_r	
glcur_r	Transport, endoplasmic reticular
glcur_r	Pentose phosphate pathway
glcur_r	
glcur_r	
glcur_r	
glgchlo_e	Exchange/demand reaction
glgchlo_e	Dietary fiber binding
gln_L_c	Transport, extracellular
gln_L_c	Transport, mitochondrial
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Pyrimidine synthesis
gln_L_c	NAD metabolism
gln_L_c	Transport, extracellular
gln_L_c	Purine synthesis
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	
gln_L_c	Alanine and aspartate metabolism
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Glutamate metabolism
gln_L_c	Transport, extracellular
gln_L_c	Pyrimidine synthesis
gln_L_c	Transport, extracellular
gln_L_c	Nucleotide interconversion
gln_L_c	Urea cycle
gln_L_c	Arginine and Proline Metabolism
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Aminosugar metabolism
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Phenylalanine metabolism
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Transport, extracellular
gln_L_c	Purine synthesis
gln_L_c	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Exchange/demand reaction
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_e	Transport, extracellular
gln_L_m	Urea cycle
gln_L_m	Glutamate metabolism
gln_L_m	Transport, mitochondrial
gltcho_e	Dietary fiber binding
gltcho_e	Exchange/demand reaction
glu5p_m	Urea cycle
glu5p_m	Urea cycle
glu5sa_m	Urea cycle
glu5sa_m	Urea cycle
glu5sa_m	Arginine and Proline Metabolism
glu5sa_m	Urea cycle
glu_L_c	Tryptophan metabolism
glu_L_c	Tyrosine metabolism
glu_L_c	Folate metabolism
glu_L_c	Glutamate metabolism
glu_L_c	Methionine and cysteine metabolism
glu_L_c	Valine, leucine, and isoleucine metabolism
glu_L_c	Arginine and Proline Metabolism
glu_L_c	Tryptophan metabolism
glu_L_c	Folate metabolism
glu_L_c	Fatty acid oxidation
glu_L_c	Transport, endoplasmic reticular
glu_L_c	Folate metabolism
glu_L_c	Folate metabolism
glu_L_c	Glycine, serine, alanine and threonine metabolism
glu_L_c	Pyrimidine synthesis
glu_L_c	Glutamate metabolism
glu_L_c	Valine, leucine, and isoleucine metabolism
glu_L_c	NAD metabolism
glu_L_c	Purine synthesis
glu_L_c	Transport, extracellular
glu_L_c	Lysine metabolism
glu_L_c	Methionine and cysteine metabolism
glu_L_c	Transport, mitochondrial
glu_L_c	Glutathione metabolism
glu_L_c	Transport, lysosomal
glu_L_c	
glu_L_c	Tryptophan metabolism
glu_L_c	Eicosanoid metabolism
glu_L_c	Aminosugar metabolism
glu_L_c	Transport, extracellular
glu_L_c	
glu_L_c	Alanine and aspartate metabolism
glu_L_c	Transport, extracellular
glu_L_c	Transport, mitochondrial
glu_L_c	Folate metabolism
glu_L_c	Folate metabolism
glu_L_c	Transport, extracellular
glu_L_c	Transport, mitochondrial
glu_L_c	Folate metabolism
glu_L_c	Folate metabolism
glu_L_c	Transport, extracellular
glu_L_c	Valine, leucine, and isoleucine metabolism
glu_L_c	Histidine metabolism
glu_L_c	Glutathione metabolism
glu_L_c	Alanine and aspartate metabolism
glu_L_c	Folate metabolism
glu_L_c	Glutamate metabolism
glu_L_c	Folate metabolism
glu_L_c	Pyrimidine synthesis
glu_L_c	Tryptophan metabolism
glu_L_c	Folate metabolism
glu_L_c	Nucleotide interconversion
glu_L_c	Purine synthesis
glu_L_c	Transport, extracellular
glu_L_c	Glutathione metabolism
glu_L_c	Methionine and cysteine metabolism
glu_L_e	
glu_L_e	Transport, extracellular
glu_L_e	Transport, extracellular
glu_L_e	
glu_L_e	Transport, extracellular
glu_L_e	Glutathione metabolism
glu_L_e	Transport, extracellular
glu_L_e	Transport, extracellular
glu_L_e	Exchange/demand reaction
glu_L_e	Transport, extracellular
glu_L_e	
glu_L_l	Folate metabolism
glu_L_l	Folate metabolism
glu_L_l	Folate metabolism
glu_L_l	Folate metabolism
glu_L_l	Folate metabolism
glu_L_l	Folate metabolism
glu_L_l	Transport, lysosomal
glu_L_l	Folate metabolism
glu_L_l	Folate metabolism
glu_L_l	Folate metabolism
glu_L_m	Lysine metabolism
glu_L_m	Folate metabolism
glu_L_m	Glutamate metabolism
glu_L_m	Folate metabolism
glu_L_m	Lysine metabolism
glu_L_m	Tyrosine metabolism
glu_L_m	Urea cycle
glu_L_m	Methionine and cysteine metabolism
glu_L_m	Folate metabolism
glu_L_m	Lysine metabolism
glu_L_m	Valine, leucine, and isoleucine metabolism
glu_L_m	Glutamate metabolism
glu_L_m	Citric acid cycle
glu_L_m	Transport, mitochondrial
glu_L_m	Glutamate metabolism
glu_L_m	Urea cycle
glu_L_m	Folate metabolism
glu_L_m	Arginine and Proline Metabolism
glu_L_m	Valine, leucine, and isoleucine metabolism
glu_L_m	Urea cycle
glu_L_m	Folate metabolism
glu_L_m	Valine, leucine, and isoleucine metabolism
glu_L_m	Transport, mitochondrial
glu_L_m	Transport, mitochondrial
glu_L_m	Glutamate metabolism
glu_L_m	Folate metabolism
glu_L_m	Folate metabolism
glu_L_m	Valine, leucine, and isoleucine metabolism
glu_L_m	Pyrimidine catabolism
glu_L_m	beta-Alanine metabolism
glu_L_m	Folate metabolism
glu_L_m	Folate metabolism
glu_L_m	Alanine and aspartate metabolism
glu_L_m	Glutamate metabolism
glu_L_r	Transport, endoplasmic reticular
glu_L_r	Eicosanoid metabolism
glu_L_r	
gluala_e	Exchange/demand reaction
gluala_e	Glutathione metabolism
gluala_e	Glutathione metabolism
glucys_c	Glutathione metabolism
glucys_c	Glutathione metabolism
glucys_c	Glutathione metabolism
gluside_hs_c	Transport, golgi apparatus
gluside_hs_c	Transport, endoplasmic reticular
gluside_hs_c	Sphingolipid metabolism
gluside_hs_c	Glycosphingolipid metabolism
gluside_hs_g	Transport, golgi apparatus
gluside_hs_g	Sphingolipid metabolism
gluside_hs_l	Sphingolipid metabolism
gluside_hs_l	Sphingolipid metabolism
gluside_hs_r	Sphingolipid metabolism
gluside_hs_r	Transport, endoplasmic reticular
glutcoa_c	Fatty acid oxidation
glutcoa_c	Fatty acid oxidation
glutcoa_m	Fatty acid oxidation
glutcoa_m	Tryptophan metabolism
glutcoa_m	Lysine metabolism
glutcoa_m	
glutcoa_m	Tryptophan metabolism
glx_c	Glyoxylate and dicarboxylate metabolism
glx_c	Transport, peroxisomal
glx_c	Transport, mitochondrial
glx_c	Glyoxylate and dicarboxylate metabolism
glx_m	Transport, mitochondrial
glx_m	Arginine and Proline Metabolism
glx_m	Alanine and aspartate metabolism
glx_x	Transport, peroxisomal
glx_x	Alanine and aspartate metabolism
glx_x	Glyoxylate and dicarboxylate metabolism
glx_x	Glycine, serine, alanine and threonine metabolism
glx_x	Glyoxylate and dicarboxylate metabolism
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Bile acid synthesis
gly_c	Pentose phosphate pathway
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Urea cycle
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Purine synthesis
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Glycine, serine, alanine and threonine metabolism
gly_c	
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Bile acid synthesis
gly_c	Eicosanoid metabolism
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Eicosanoid metabolism
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Glutathione metabolism
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Glutathione metabolism
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Bile acid synthesis
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, peroxisomal
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, mitochondrial
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Transport, extracellular
gly_c	Glycine, serine, alanine and threonine metabolism
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	
gly_e	Transport, extracellular
gly_e	Exchange/demand reaction
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Glutathione metabolism
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_e	Transport, extracellular
gly_m	Glycine, serine, alanine and threonine metabolism
gly_m	
gly_m	Glycine, serine, alanine and threonine metabolism
gly_m	Glycine, serine, alanine and threonine metabolism
gly_m	Alanine and aspartate metabolism
gly_m	Transport, mitochondrial
gly_m	Urea cycle
gly_m	Glycine, serine, alanine and threonine metabolism
gly_m	Glycine, serine, alanine and threonine metabolism
gly_x	Bile acid synthesis
gly_x	Transport, peroxisomal
gly_x	Alanine and aspartate metabolism
gly_x	Bile acid synthesis
gly_x	Glycine, serine, alanine and threonine metabolism
glyald_c	Galactose metabolism
glyald_c	Fructose and mannose metabolism
glyald_c	Glycerophospholipid metabolism
glyald_c	
glyald_c	Fructose and mannose metabolism
glyald_m	
glyald_m	
glyb_c	Glycine, serine, alanine and threonine metabolism
glyb_c	
glyb_c	Transport, mitochondrial
glyb_c	Transport, extracellular
glyb_c	Glycine, serine, alanine and threonine metabolism
glyb_c	Glycine, serine, alanine and threonine metabolism
glyb_e	Transport, extracellular
glyb_e	Exchange/demand reaction
glyb_e	
glyb_m	Glycine, serine, alanine and threonine metabolism
glyb_m	Transport, mitochondrial
glyc3p_c	Glycerophospholipid metabolism
glyc3p_c	Glycerophospholipid metabolism
glyc3p_c	Transport, extracellular
glyc3p_c	Transport, mitochondrial
glyc3p_c	Triacylglycerol synthesis
glyc3p_c	Glycerophospholipid metabolism
glyc3p_c	Transport, mitochondrial
glyc3p_c	Glycerophospholipid metabolism
glyc3p_c	Glycolysis/gluconeogenesis
glyc3p_e	Transport, extracellular
glyc3p_e	Exchange/demand reaction
glyc3p_m	Glycerophospholipid metabolism
glyc3p_m	Oxidative phosphorylation
glyc3p_m	Transport, mitochondrial
glyc3p_m	Transport, mitochondrial
glyc3p_m	Oxidative phosphorylation
glyc_R_c	Glyoxylate and dicarboxylate metabolism
glyc_R_c	
glyc_R_c	
glyc_R_c	Glyoxylate and dicarboxylate metabolism
glyc_R_m	
glyc_R_m	
glyc_S_c	Transport, extracellular
glyc_S_c	Glyoxylate and dicarboxylate metabolism
glyc_S_e	Transport, extracellular
glyc_S_e	Exchange/demand reaction
glyc_c	Transport, extracellular
glyc_c	
glyc_c	Glycerophospholipid metabolism
glyc_c	Glycerophospholipid metabolism
glyc_c	Transport, mitochondrial
